order_id;material_type;quantity;supplier_location;destination_location;order_date;weather_conditions;holiday_season;distance_km;transport_mode;route_type;delivery_time_days
4200;Elektronik;461;Paris;Bonn;2023-05-11;Nebel;FALSE;399.61;Luft;intra_european;5.1
4201;Fertigprodukte;599;Freiburg im Breisgau;Moscow;2023-04-08;Klar;FALSE;2196.8;Luft;intercontinental;14.3
4202;Rohstoffe;327;Freiburg im Breisgau;Solingen;2023-09-14;Sturm;FALSE;356.94;Schiene;domestic_germany;4.2
4203;Bauteile;746;Sydney;Düsseldorf;2023-09-22;Schnee;FALSE;16571.7;Luft;intercontinental;71.1
4204;Elektronik;413;Freiburg im Breisgau;Bonn;2023-10-24;Nebel;FALSE;309.22;Schiene;domestic_germany;2.9
4205;Rohstoffe;595;Osnabrück;London;2023-04-15;Nebel;FALSE;567.34;Schiene;intra_european;7.4
4206;Fertigprodukte;371;Düsseldorf;Houston;2023-10-07;Sturm;FALSE;8248.31;Luft;intercontinental;42.0
4207;Rohstoffe;410;Mülheim an der Ruhr;Stuttgart;2023-10-01;Klar;FALSE;337.84;Schiene;domestic_germany;5.2
4208;Rohstoffe;421;Berlin;Mumbai;2023-10-03;Schnee;FALSE;6286.15;Luft;intercontinental;31.8
4209;Chemikalien;263;Sydney;Guangzhou;2023-08-12;Klar;FALSE;7502.07;Luft;intercontinental;30.0
4210;Fertigprodukte;68;Beijing;Rostock;2023-06-18;Regnerisch;FALSE;7325.18;Luft;intercontinental;19.7
4211;Fertigprodukte;573;Krefeld;Guangzhou;2023-07-17;Klar;FALSE;9100.53;Luft;intercontinental;21.0
4212;Elektronik;868;Mannheim;Birmingham;2023-02-13;Klar;FALSE;796.97;Luft;intra_european;5.3
4213;Elektronik;968;Dubai;Saarbrücken;2023-03-13;Regnerisch;FALSE;4925.12;Luft;intercontinental;20.7
4214;Bauteile;400;Saarbrücken;Dubai;2023-07-29;Klar;FALSE;4925.12;Luft;intercontinental;21.7
4215;Chemikalien;669;Herne;Chicago;2023-03-02;Klar;FALSE;6792.14;Luft;intercontinental;22.6
4216;Elektronik;928;Bonn;Gelsenkirchen;2023-02-22;Klar;FALSE;86.65;Straße;domestic_germany;4.6
4217;Elektronik;172;Hamburg;Moscow;2023-03-31;Klar;FALSE;1781.65;Luft;intercontinental;11.7
4218;Bauteile;661;Köln;Mainz;2023-01-09;Sturm;FALSE;139.54;Luft;domestic_germany;5.4
4219;Elektronik;26;Leipzig;Wiesbaden;2023-05-27;Schnee;FALSE;323.18;Straße;domestic_germany;7.0
4220;Bauteile;559;Tokyo;Sao Paulo;2023-06-26;Klar;FALSE;18537.21;Luft;intercontinental;53.8
4221;Fertigprodukte;667;New York;Hamburg;2023-11-10;Nebel;FALSE;6129.92;See;intercontinental;96.1
4222;Fertigprodukte;377;Stuttgart;München;2023-09-30;Schnee;FALSE;190.72;Schiene;domestic_germany;2.8
4223;Elektronik;378;Mumbai;Dresden;2023-02-12;Schnee;FALSE;6229.07;Luft;intercontinental;31.9
4224;Elektronik;738;Mannheim;Guangzhou;2023-07-09;Schnee;TRUE;9073.37;Luft;intercontinental;49.8
4225;Rohstoffe;81;Birmingham;Miami;2023-02-01;Klar;FALSE;6991.25;Luft;intercontinental;23.8
4226;Bauteile;601;Halle (Saale);Krefeld;2023-09-30;Regnerisch;FALSE;373.7;Schiene;domestic_germany;5.9
4227;Fertigprodukte;164;Mexico City;Mönchengladbach;2023-09-15;Nebel;FALSE;9365.34;Luft;intercontinental;41.0
4228;Bauteile;366;Brisbane;Dresden;2023-03-22;Schnee;FALSE;15722.93;Luft;intercontinental;59.9
4229;Bauteile;302;Kiel;Brisbane;2023-06-02;Sturm;FALSE;15783.73;Luft;intercontinental;68.5
4230;Elektronik;212;Wiesbaden;Wiesbaden;2023-08-26;Sturm;FALSE;21.98;Straße;domestic_germany;6.2
4231;Chemikalien;924;Frankfurt;Mexico City;2023-11-30;Regnerisch;FALSE;9559.64;Luft;intercontinental;34.3
4232;Rohstoffe;863;Bochum;Köln;2023-02-06;Regnerisch;TRUE;63.1;Straße;domestic_germany;3.8
4233;Rohstoffe;754;Guangzhou;Dresden;2023-05-12;Schnee;FALSE;8660.55;Luft;intercontinental;43.6
4234;Fertigprodukte;164;New York;Münster;2023-07-18;Sturm;FALSE;6052.47;Luft;intercontinental;30.3
4235;Elektronik;228;Kassel;Kassel;2023-06-30;Sturm;FALSE;22.76;Straße;domestic_germany;1.0
4236;Rohstoffe;733;Saarbrücken;Stuttgart;2023-06-03;Klar;TRUE;167.15;Straße;domestic_germany;6.1
4237;Chemikalien;344;Berlin;New York;2023-10-15;Nebel;FALSE;6385.0;Luft;intercontinental;27.6
4238;Elektronik;737;New York;Mülheim an der Ruhr;2023-02-10;Nebel;FALSE;6027.89;Luft;intercontinental;26.9
4239;Chemikalien;137;New York;Gelsenkirchen;2023-05-13;Schnee;FALSE;6038.1;Luft;intercontinental;29.0
4240;Bauteile;996;Mannheim;Stuttgart;2023-10-20;Klar;FALSE;94.78;Straße;domestic_germany;2.1
4241;Chemikalien;290;Toronto;Paris;2023-07-03;Regnerisch;FALSE;6000.76;Luft;intercontinental;29.6
4242;Bauteile;626;Birmingham;Chemnitz;2023-12-06;Nebel;FALSE;1035.84;Luft;intra_european;4.7
4243;Elektronik;791;Nürnberg;Oberhausen;2023-09-12;Nebel;FALSE;372.92;Straße;domestic_germany;2.8
4244;Chemikalien;327;Rostock;Bonn;2023-12-11;Regnerisch;FALSE;505.63;Luft;domestic_germany;2.3
4245;Chemikalien;175;Kassel;Bielefeld;2023-04-20;Sturm;FALSE;102.42;Luft;domestic_germany;1.0
4246;Rohstoffe;600;Brasilia;Shanghai;2023-12-08;Klar;FALSE;17988.4;Luft;intercontinental;52.5
4247;Rohstoffe;15;Mannheim;Miami;2023-07-30;Nebel;FALSE;7769.29;Luft;intercontinental;36.9
4248;Elektronik;389;München;Birmingham;2023-06-15;Schnee;FALSE;1069.81;Schiene;intra_european;12.4
4249;Chemikalien;672;Leverkusen;Moscow;2023-05-07;Schnee;FALSE;2078.34;Luft;intercontinental;14.2
4250;Fertigprodukte;54;Mumbai;München;2023-06-14;Sturm;FALSE;6325.31;Luft;intercontinental;25.4
4251;Bauteile;851;Toronto;München;2023-10-31;Nebel;FALSE;6627.91;Luft;intercontinental;28.2
4252;Bauteile;854;Solingen;Braunschweig;2023-10-31;Regnerisch;TRUE;266.39;Straße;domestic_germany;1.0
4253;Fertigprodukte;578;Halle (Saale);Herne;2023-08-03;Klar;FALSE;328.9;Straße;domestic_germany;9.8
4254;Fertigprodukte;683;Lübeck;Darmstadt;2023-08-16;Sturm;FALSE;465.39;Straße;domestic_germany;3.5
4255;Rohstoffe;48;Lübeck;Toronto;2023-09-14;Klar;FALSE;6243.87;Luft;intercontinental;26.1
4256;Bauteile;743;Mönchengladbach;Mönchengladbach;2023-04-13;Schnee;FALSE;34.11;Straße;domestic_germany;1.4
4257;Rohstoffe;490;Hamburg;Lyon;2023-01-07;Klar;FALSE;941.52;Schiene;intra_european;8.9
4258;Chemikalien;49;Berlin;Nürnberg;2023-05-23;Klar;FALSE;378.02;Straße;domestic_germany;5.3
4259;Rohstoffe;90;Kassel;Chicago;2023-09-05;Schnee;FALSE;6937.81;Luft;intercontinental;37.0
4260;Chemikalien;819;Beijing;Hamburg;2023-05-18;Klar;FALSE;7474.22;Luft;intercontinental;23.4
4261;Rohstoffe;536;Kiel;Mainz;2023-06-24;Nebel;FALSE;497.0;Straße;domestic_germany;5.0
4262;Elektronik;326;Dresden;Mannheim;2023-06-18;Nebel;FALSE;412.87;Luft;domestic_germany;9.1
4263;Chemikalien;171;Kassel;Düsseldorf;2023-02-05;Nebel;FALSE;189.41;Straße;domestic_germany;5.1
4264;Rohstoffe;106;Solingen;Oberhausen;2023-09-27;Klar;FALSE;36.41;Straße;domestic_germany;2.9
4265;Bauteile;147;Los Angeles;München;2023-05-22;Klar;FALSE;9606.72;Luft;intercontinental;33.5
4266;Fertigprodukte;187;Hagen;Wiesbaden;2023-10-24;Nebel;FALSE;151.73;Luft;domestic_germany;1.0
4267;Elektronik;756;Osnabrück;Chemnitz;2023-06-19;Nebel;FALSE;372.84;Straße;domestic_germany;1.7
4268;Rohstoffe;524;Rostock;Brisbane;2023-03-13;Klar;FALSE;15680.74;Luft;intercontinental;45.5
4269;Bauteile;27;Erfurt;Bonn;2023-02-06;Klar;FALSE;277.19;Schiene;domestic_germany;2.7
4270;Elektronik;175;Guangzhou;Magdeburg;2023-01-27;Regnerisch;FALSE;8749.38;Luft;intercontinental;28.6
4271;Rohstoffe;322;Freiburg im Breisgau;Tokyo;2023-07-03;Sturm;FALSE;9554.58;Luft;intercontinental;40.3
4272;Rohstoffe;685;Bonn;Birmingham;2023-01-03;Schnee;TRUE;649.91;Luft;intra_european;6.1
4273;Elektronik;860;Lyon;Krefeld;2023-06-06;Regnerisch;FALSE;633.1;Schiene;intra_european;2.3
4274;Fertigprodukte;974;Wuppertal;Nürnberg;2023-03-23;Sturm;FALSE;343.18;Luft;domestic_germany;5.8
4275;Fertigprodukte;424;Magdeburg;New York;2023-07-03;Schnee;FALSE;6295.23;Luft;intercontinental;27.1
4276;Chemikalien;95;Mumbai;Augsburg;2023-06-25;Klar;FALSE;6379.13;Luft;intercontinental;23.1
4277;Fertigprodukte;13;Osaka;München;2023-02-25;Schnee;FALSE;9256.07;Luft;intercontinental;45.1
4278;Fertigprodukte;455;Duisburg;Brasilia;2023-06-20;Nebel;FALSE;9150.72;Luft;intercontinental;32.2
4279;Chemikalien;612;Guangzhou;Guangzhou;2023-03-13;Klar;FALSE;39.72;Luft;intercontinental;3.8
4280;Elektronik;345;Tokyo;Chicago;2023-10-28;Schnee;FALSE;10141.41;Luft;intercontinental;43.7
4281;Elektronik;862;Tokyo;Gelsenkirchen;2023-01-22;Sturm;FALSE;9275.25;Luft;intercontinental;43.7
4282;Elektronik;274;Mumbai;Hamm;2023-11-27;Regnerisch;FALSE;6645.87;Luft;intercontinental;23.6
4283;Bauteile;637;Brasilia;Duisburg;2023-02-06;Regnerisch;FALSE;9150.72;Luft;intercontinental;26.5
4284;Chemikalien;637;Bochum;Chicago;2023-01-19;Nebel;FALSE;6795.17;Luft;intercontinental;34.5
4285;Fertigprodukte;814;Hagen;Leverkusen;2023-04-03;Nebel;FALSE;48.62;Schiene;domestic_germany;1.5
4286;Elektronik;185;Duisburg;Bonn;2023-04-25;Nebel;FALSE;80.77;Straße;domestic_germany;1.0
4287;Fertigprodukte;260;Karlsruhe;Brisbane;2023-03-19;Klar;FALSE;16162.94;Luft;intercontinental;47.6
4288;Fertigprodukte;934;Bonn;Karlsruhe;2023-04-30;Sturm;TRUE;213.95;Straße;domestic_germany;1.6
4289;Chemikalien;706;Stuttgart;Marseille;2023-01-11;Sturm;FALSE;676.43;Luft;intra_european;3.2
4290;Fertigprodukte;899;Brisbane;Halle (Saale);2023-02-03;Schnee;FALSE;15817.14;Luft;intercontinental;74.9
4291;Chemikalien;361;New York;New York;2023-11-28;Regnerisch;FALSE;18.68;Luft;intercontinental;3.5
4292;Fertigprodukte;604;Marseille;Kassel;2023-12-08;Sturm;FALSE;944.09;Schiene;intra_european;8.5
4293;Fertigprodukte;145;Guangzhou;Dubai;2023-09-29;Nebel;FALSE;5841.1;Luft;intercontinental;30.4
4294;Chemikalien;415;Manchester;Wuppertal;2023-05-03;Nebel;FALSE;683.39;Schiene;intra_european;7.9
4295;Rohstoffe;813;Chemnitz;Osnabrück;2023-05-07;Regnerisch;FALSE;372.84;Schiene;domestic_germany;5.2
4296;Bauteile;392;Sao Paulo;Leipzig;2023-05-24;Regnerisch;FALSE;10116.54;Luft;intercontinental;39.3
4297;Chemikalien;537;Sydney;Mumbai;2023-01-20;Schnee;FALSE;10156.82;See;intercontinental;198.1
4298;Rohstoffe;503;Paris;Erfurt;2023-10-13;Regnerisch;FALSE;664.05;Luft;intra_european;4.2
4299;Bauteile;383;Paris;Chicago;2023-09-16;Schnee;FALSE;6650.63;Luft;intercontinental;36.1
4300;Bauteile;666;Augsburg;Düsseldorf;2023-06-14;Schnee;FALSE;434.1;Straße;domestic_germany;7.4
4301;Chemikalien;901;Sao Paulo;Münster;2023-01-11;Schnee;FALSE;9910.43;Luft;intercontinental;43.9
4302;Elektronik;701;Birmingham;Herne;2023-10-02;Regnerisch;FALSE;631.82;Schiene;intra_european;3.3
4303;Chemikalien;4;Bielefeld;Chicago;2023-12-10;Regnerisch;FALSE;6839.75;Luft;intercontinental;22.3
4304;Bauteile;890;Manchester;Tokyo;2023-04-11;Sturm;FALSE;9444.11;Luft;intercontinental;40.8
4305;Rohstoffe;771;Lübeck;Rostock;2023-12-29;Klar;FALSE;98.27;Straße;domestic_germany;3.8
4306;Chemikalien;767;Brasilia;Freiburg im Breisgau;2023-03-01;Nebel;FALSE;8983.05;Luft;intercontinental;35.5
4307;Elektronik;706;Toronto;Mexico City;2023-07-15;Schnee;FALSE;3261.04;Luft;intercontinental;18.1
4308;Bauteile;55;Magdeburg;Mumbai;2023-02-23;Regnerisch;FALSE;6395.43;Luft;intercontinental;19.2
4309;Fertigprodukte;257;Mainz;Sao Paulo;2023-07-22;Klar;FALSE;9799.14;Luft;intercontinental;32.6
4310;Bauteile;353;Magdeburg;Mainz;2023-05-03;Regnerisch;FALSE;332.53;Schiene;domestic_germany;1.0
4311;Fertigprodukte;526;Halle (Saale);Rostock;2023-02-26;Regnerisch;FALSE;290.13;Straße;domestic_germany;6.1
4312;Chemikalien;768;Lyon;München;2023-08-08;Klar;FALSE;575.69;Schiene;intra_european;6.9
4313;Elektronik;228;Leipzig;Tokyo;2023-10-14;Nebel;FALSE;9060.85;Luft;intercontinental;32.0
4314;Rohstoffe;293;Tokyo;Oberhausen;2023-07-21;Regnerisch;FALSE;9289.22;Luft;intercontinental;31.4
4315;Bauteile;458;Gelsenkirchen;Los Angeles;2023-12-30;Regnerisch;FALSE;9112.23;Luft;intercontinental;37.3
4316;Rohstoffe;374;Gelsenkirchen;Aachen;2023-02-08;Nebel;FALSE;108.77;Luft;domestic_germany;5.8
4317;Fertigprodukte;768;Mexico City;Brisbane;2023-09-28;Nebel;FALSE;12697.78;Luft;intercontinental;45.1
4318;Fertigprodukte;952;Moscow;Mülheim an der Ruhr;2023-03-03;Klar;FALSE;2065.94;Luft;intercontinental;9.5
4319;Elektronik;840;Frankfurt;Osaka;2023-01-19;Nebel;FALSE;9236.51;Luft;intercontinental;33.4
4320;Bauteile;862;Guangzhou;Mumbai;2023-04-15;Sturm;FALSE;4200.4;Luft;intercontinental;23.4
4321;Chemikalien;80;Wiesbaden;Sao Paulo;2023-06-27;Regnerisch;FALSE;9803.24;Luft;intercontinental;31.1
4322;Bauteile;843;Kiel;Osaka;2023-07-28;Schnee;FALSE;8823.85;Luft;intercontinental;37.0
4323;Elektronik;68;Houston;Mönchengladbach;2023-11-29;Nebel;FALSE;8229.36;Luft;intercontinental;30.6
4324;Bauteile;513;Frankfurt;Hagen;2023-04-14;Regnerisch;FALSE;162.95;Straße;domestic_germany;4.7
4325;Chemikalien;445;Leverkusen;Osaka;2023-09-10;Nebel;FALSE;9236.74;Luft;intercontinental;33.0
4326;Bauteile;834;Halle (Saale);Chemnitz;2023-03-30;Klar;FALSE;97.89;Straße;domestic_germany;1.8
4327;Bauteile;432;Sao Paulo;Hamburg;2023-05-01;Sturm;FALSE;10146.5;Luft;intercontinental;48.3
4328;Bauteile;408;Augsburg;Chicago;2023-03-21;Nebel;FALSE;7206.57;Luft;intercontinental;26.7
4329;Bauteile;567;Stuttgart;Heidelberg;2023-08-06;Sturm;FALSE;78.87;Straße;domestic_germany;5.2
4330;Rohstoffe;62;Melbourne;Duisburg;2023-10-06;Regnerisch;TRUE;16438.35;Luft;intercontinental;60.6
4331;Elektronik;442;Brisbane;Münster;2023-09-05;Regnerisch;FALSE;16058.84;Luft;intercontinental;45.9
4332;Rohstoffe;876;Guangzhou;Wuppertal;2023-12-13;Nebel;FALSE;9069.62;Luft;intercontinental;31.4
4333;Rohstoffe;838;Mumbai;Leverkusen;2023-09-04;Schnee;FALSE;6694.41;Luft;intercontinental;37.5
4334;Chemikalien;764;Osaka;Duisburg;2023-01-15;Regnerisch;FALSE;9213.59;Luft;intercontinental;30.3
4335;Fertigprodukte;365;Stuttgart;Wiesbaden;2023-08-31;Klar;FALSE;160.79;Luft;domestic_germany;1.8
4336;Rohstoffe;629;Dubai;Los Angeles;2023-10-22;Regnerisch;FALSE;13390.51;See;intercontinental;174.4
4337;Fertigprodukte;690;Oberhausen;Münster;2023-08-06;Sturm;FALSE;75.86;Straße;domestic_germany;4.0
4338;Fertigprodukte;279;Düsseldorf;Erfurt;2023-07-18;Klar;FALSE;298.38;Luft;domestic_germany;3.4
4339;Bauteile;779;Dubai;Oberhausen;2023-05-26;Regnerisch;FALSE;5001.97;Luft;intercontinental;20.3
4340;Fertigprodukte;206;Brisbane;Beijing;2023-02-22;Nebel;FALSE;8395.21;Luft;intercontinental;27.3
4341;Fertigprodukte;387;Leipzig;Magdeburg;2023-07-06;Sturm;FALSE;100.86;Luft;domestic_germany;7.2
4342;Fertigprodukte;336;Frankfurt;Karlsruhe;2023-08-14;Regnerisch;FALSE;124.39;Luft;domestic_germany;2.5
4343;Rohstoffe;355;Miami;Mönchengladbach;2023-03-30;Schnee;FALSE;7580.0;Luft;intercontinental;36.7
4344;Elektronik;737;Bonn;Erfurt;2023-06-21;Nebel;FALSE;277.19;Straße;domestic_germany;2.5
4345;Chemikalien;701;Rostock;Herne;2023-08-26;Nebel;FALSE;436.07;Straße;domestic_germany;1.1
4346;Fertigprodukte;886;Lübeck;Hamm;2023-10-08;Klar;FALSE;310.19;Luft;domestic_germany;1.5
4347;Elektronik;771;Duisburg;Herne;2023-12-12;Sturm;TRUE;33.11;Straße;domestic_germany;1.0
4348;Bauteile;629;Birmingham;Braunschweig;2023-05-06;Nebel;FALSE;841.82;Schiene;intra_european;6.2
4349;Chemikalien;674;Rostock;Oberhausen;2023-08-12;Sturm;FALSE;458.88;Schiene;domestic_germany;8.1
4350;Rohstoffe;173;Bonn;Herne;2023-04-18;Nebel;FALSE;88.89;Straße;domestic_germany;1.6
4351;Fertigprodukte;962;Bielefeld;Bonn;2023-11-05;Regnerisch;FALSE;174.1;Schiene;domestic_germany;3.1
4352;Chemikalien;114;Duisburg;Brisbane;2023-04-28;Nebel;FALSE;16139.73;Luft;intercontinental;55.8
4353;Elektronik;140;Osaka;Gelsenkirchen;2023-07-09;Regnerisch;FALSE;9191.55;Luft;intercontinental;32.4
4354;Chemikalien;87;Karlsruhe;Solingen;2023-12-06;Nebel;FALSE;258.42;Luft;domestic_germany;8.2
4355;Rohstoffe;139;Paris;Brisbane;2023-02-26;Regnerisch;FALSE;16557.62;Luft;intercontinental;45.4
4356;Elektronik;751;Lyon;London;2023-03-18;Sturm;FALSE;735.05;Schiene;intra_european;8.7
4357;Chemikalien;540;Frankfurt;Wuppertal;2023-06-09;Regnerisch;FALSE;166.9;Straße;domestic_germany;6.3
4358;Fertigprodukte;859;Freiburg im Breisgau;Rio de Janeiro;2023-10-06;Sturm;FALSE;9378.86;Luft;intercontinental;41.7
4359;Rohstoffe;793;Gelsenkirchen;Darmstadt;2023-08-22;Regnerisch;FALSE;212.95;Schiene;domestic_germany;1.6
4360;Rohstoffe;615;Rio de Janeiro;Bochum;2023-04-05;Nebel;FALSE;9617.39;Luft;intercontinental;40.4
4361;Bauteile;914;Gelsenkirchen;Solingen;2023-05-01;Sturm;FALSE;38.43;Schiene;domestic_germany;2.4
4362;Fertigprodukte;135;Mannheim;Mainz;2023-02-27;Schnee;FALSE;58.68;Straße;domestic_germany;1.0
4363;Elektronik;155;Chemnitz;Münster;2023-05-14;Nebel;FALSE;387.66;Luft;domestic_germany;4.7
4364;Chemikalien;903;Sao Paulo;Melbourne;2023-06-17;Sturm;TRUE;13084.89;Luft;intercontinental;72.3
4365;Fertigprodukte;592;Mainz;New York;2023-06-25;Nebel;FALSE;6181.1;Luft;intercontinental;25.0
4366;Elektronik;903;Brisbane;Hannover;2023-10-20;Klar;FALSE;15911.01;Luft;intercontinental;48.6
4367;Chemikalien;831;Wiesbaden;Sao Paulo;2023-04-27;Regnerisch;FALSE;9803.24;Luft;intercontinental;30.0
4368;Chemikalien;482;Halle (Saale);Braunschweig;2023-09-03;Sturm;FALSE;132.36;Straße;domestic_germany;2.6
4369;Bauteile;181;Chemnitz;Krefeld;2023-09-06;Schnee;FALSE;445.69;Straße;domestic_germany;4.1
4370;Fertigprodukte;162;Solingen;Solingen;2023-03-04;Regnerisch;FALSE;44.22;Straße;domestic_germany;4.3
4371;Fertigprodukte;686;Kassel;Wuppertal;2023-08-23;Nebel;FALSE;163.0;Schiene;domestic_germany;5.3
4372;Rohstoffe;412;Aachen;Sao Paulo;2023-01-13;Schnee;TRUE;9742.23;Luft;intercontinental;56.1
4373;Fertigprodukte;370;Lübeck;Freiburg im Breisgau;2023-04-16;Schnee;FALSE;681.96;Luft;domestic_germany;4.0
4374;Chemikalien;890;Osnabrück;Chemnitz;2023-09-10;Klar;FALSE;372.84;Straße;domestic_germany;6.5
4375;Chemikalien;652;Miami;Beijing;2023-07-03;Regnerisch;FALSE;12513.44;Luft;intercontinental;42.5
4376;Fertigprodukte;179;Wuppertal;Mexico City;2023-11-03;Nebel;FALSE;9407.77;Luft;intercontinental;32.8
4377;Fertigprodukte;12;Shanghai;Hamburg;2023-06-01;Regnerisch;FALSE;8522.19;Luft;intercontinental;27.6
4378;Chemikalien;778;Wuppertal;Houston;2023-04-24;Schnee;FALSE;8269.94;Luft;intercontinental;42.6
4379;Fertigprodukte;861;Lyon;Wuppertal;2023-01-12;Sturm;FALSE;633.98;Luft;intra_european;4.3
4380;Fertigprodukte;574;Kassel;Bochum;2023-09-15;Klar;FALSE;158.95;Schiene;domestic_germany;3.6
4381;Chemikalien;885;Düsseldorf;Lübeck;2023-10-20;Regnerisch;FALSE;394.9;Schiene;domestic_germany;6.8
4382;Fertigprodukte;250;Kassel;Krefeld;2023-07-12;Schnee;FALSE;202.05;Schiene;domestic_germany;3.1
4383;Bauteile;244;Magdeburg;Brisbane;2023-10-20;Sturm;FALSE;15808.54;Luft;intercontinental;68.9
4384;Fertigprodukte;937;Mönchengladbach;Duisburg;2023-07-21;Sturm;FALSE;34.85;Straße;domestic_germany;3.5
4385;Bauteile;290;Sydney;Köln;2023-03-23;Nebel;FALSE;16570.38;Luft;intercontinental;52.9
4386;Chemikalien;331;London;Herne;2023-08-17;Regnerisch;TRUE;507.96;Luft;intra_european;2.9
4387;Rohstoffe;588;Guangzhou;Kassel;2023-04-20;Sturm;FALSE;8920.11;Luft;intercontinental;41.4
4388;Bauteile;274;Nürnberg;Bonn;2023-04-18;Klar;FALSE;317.7;Schiene;domestic_germany;1.0
4389;Rohstoffe;303;Sydney;Bonn;2023-05-10;Schnee;FALSE;16568.6;Luft;intercontinental;68.7
4390;Fertigprodukte;964;Gelsenkirchen;Houston;2023-03-01;Sturm;FALSE;8253.11;Luft;intercontinental;35.0
4391;Elektronik;685;Erfurt;Erfurt;2023-01-31;Regnerisch;FALSE;41.97;Straße;domestic_germany;7.5
4392;Elektronik;582;Berlin;Osaka;2023-05-15;Schnee;TRUE;8816.57;Luft;intercontinental;48.3
4393;Chemikalien;131;Chicago;Krefeld;2023-12-03;Regnerisch;FALSE;6766.37;Luft;intercontinental;29.0
4394;Elektronik;934;Solingen;Melbourne;2023-01-04;Regnerisch;FALSE;16420.61;Luft;intercontinental;46.7
4395;Elektronik;365;Leverkusen;Gelsenkirchen;2023-04-22;Regnerisch;FALSE;53.48;Straße;domestic_germany;1.0
4396;Bauteile;48;Brasilia;Mülheim an der Ruhr;2023-12-27;Sturm;FALSE;9157.13;Luft;intercontinental;41.6
4397;Fertigprodukte;715;Dresden;Mülheim an der Ruhr;2023-06-25;Regnerisch;FALSE;478.81;Schiene;domestic_germany;4.3
4398;Rohstoffe;231;Dubai;Gelsenkirchen;2023-03-13;Schnee;FALSE;4988.02;Luft;intercontinental;26.2
4399;Chemikalien;191;Guangzhou;Magdeburg;2023-12-14;Klar;FALSE;8749.38;Luft;intercontinental;29.2
4400;Elektronik;737;Aachen;Wuppertal;2023-10-06;Nebel;FALSE;91.86;Schiene;domestic_germany;3.4
4401;Chemikalien;640;Heidelberg;Wiesbaden;2023-05-20;Nebel;FALSE;82.0;Schiene;domestic_germany;4.3
4402;Rohstoffe;961;Lübeck;Wiesbaden;2023-10-26;Nebel;FALSE;452.82;Luft;domestic_germany;6.3
4403;Rohstoffe;321;Lyon;Beijing;2023-02-14;Klar;FALSE;8312.93;Luft;intercontinental;27.7
4404;Bauteile;84;Kassel;Brasilia;2023-01-23;Klar;FALSE;9295.27;Luft;intercontinental;29.3
4405;Chemikalien;687;Hannover;Nürnberg;2023-09-01;Regnerisch;FALSE;338.49;Luft;domestic_germany;1.3
4406;Bauteile;973;Leipzig;Rostock;2023-10-05;Regnerisch;FALSE;306.22;Straße;domestic_germany;4.0
4407;Bauteile;82;Mönchengladbach;Chemnitz;2023-02-08;Regnerisch;FALSE;454.82;Schiene;domestic_germany;1.0
4408;Elektronik;488;Dresden;Herne;2023-03-27;Sturm;FALSE;456.43;Straße;domestic_germany;8.8
4409;Fertigprodukte;993;Hamburg;Mexico City;2023-02-08;Schnee;FALSE;9471.48;Luft;intercontinental;39.0
4410;Rohstoffe;454;Hamburg;Wuppertal;2023-01-16;Sturm;FALSE;319.81;Straße;domestic_germany;9.4
4411;Chemikalien;345;Gelsenkirchen;Dubai;2023-07-11;Nebel;FALSE;4988.02;Luft;intercontinental;20.2
4412;Rohstoffe;831;Chemnitz;Hamm;2023-06-09;Nebel;FALSE;367.08;Straße;domestic_germany;4.0
4413;Bauteile;116;Leipzig;Guangzhou;2023-05-27;Nebel;FALSE;8736.17;Luft;intercontinental;28.9
4414;Elektronik;721;Birmingham;Chicago;2023-08-04;Regnerisch;FALSE;6196.16;Luft;intercontinental;24.1
4415;Fertigprodukte;44;Guangzhou;Hannover;2023-07-09;Klar;FALSE;8855.77;Luft;intercontinental;28.7
4416;Chemikalien;751;Moscow;Duisburg;2023-05-19;Schnee;FALSE;2073.25;Luft;intercontinental;15.8
4417;Rohstoffe;293;Nürnberg;Wuppertal;2023-06-10;Nebel;FALSE;343.18;Straße;domestic_germany;1.0
4418;Elektronik;818;Aachen;Mülheim an der Ruhr;2023-07-06;Sturm;FALSE;92.03;Straße;domestic_germany;6.6
4419;Bauteile;538;Mexico City;Osaka;2023-08-31;Sturm;FALSE;11679.28;Luft;intercontinental;51.2
4420;Rohstoffe;23;Mainz;Mainz;2023-10-24;Sturm;FALSE;32.19;Straße;domestic_germany;5.3
4421;Rohstoffe;240;Marseille;New York;2023-10-24;Regnerisch;TRUE;6304.78;Luft;intercontinental;32.7
4422;Bauteile;431;Freiburg im Breisgau;Hamm;2023-09-27;Klar;FALSE;409.43;Straße;domestic_germany;4.7
4423;Bauteile;744;Oberhausen;Berlin;2023-11-28;Sturm;FALSE;462.52;Straße;domestic_germany;6.5
4424;Chemikalien;143;Marseille;Oberhausen;2023-08-06;Schnee;FALSE;915.65;Luft;intra_european;2.7
4425;Fertigprodukte;140;Paris;Miami;2023-02-01;Schnee;FALSE;7356.57;Luft;intercontinental;33.9
4426;Chemikalien;52;Kiel;Bielefeld;2023-02-18;Sturm;FALSE;277.0;Luft;domestic_germany;5.1
4427;Rohstoffe;286;Braunschweig;Rostock;2023-02-03;Klar;FALSE;229.41;Luft;domestic_germany;3.6
4428;Elektronik;587;Bochum;Gelsenkirchen;2023-02-28;Klar;FALSE;8.95;Straße;domestic_germany;2.2
